date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
2019-12-22,110.7,118.4,222.6,62.8,244.7,34.7,29.4,46.0,3.6,73.5,328.8,253.5,442.9,12.3,18.6,155.9,182.7,184.5,70.6,258.0,6.9,67.6,24.4,75.1,110.4,1.7,2.1,21.3,2.5,6.2,1.8,2.1,3.4
2019-12-23,114.1,122.1,228.8,62.9,249.2,36.1,29.7,47.2,3.5,74.4,335.5,256.0,454.0,12.8,19.0,159.7,187.2,188.0,71.5,274.8,7.2,70.3,24.5,76.7,114.3,1.8,2.1,20.0,2.5,6.0,1.7,2.1,3.4
2019-12-24,110.8,121.0,229.9,65.4,253.4,36.4,30.3,46.9,3.7,76.2,332.2,257.5,455.5,12.8,19.0,163.0,192.7,196.1,72.5,278.4,7.1,67.9,24.8,76.5,113.5,1.8,2.3,21.1,2.6,6.3,1.7,2.2,3.4
2019-12-25,97.8,111.3,211.8,64.8,239.8,36.5,31.2,45.9,4.1,76.9,325.9,243.8,451.3,12.4,19.0,160.7,197.3,196.6,72.6,287.5,6.5,69.1,24.5,76.4,114.3,1.8,2.1,18.9,2.7,6.0,1.7,2.2,3.2
2019-12-26,94.7,95.7,202.2,66.8,186.8,29.5,29.2,38.9,4.3,75.8,319.3,211.0,438.7,12.6,18.8,159.3,199.6,204.2,72.4,283.2,7.3,53.8,24.0,76.2,113.2,1.8,2.1,19.0,2.6,6.0,1.7,2.1,3.3
2019-12-27,103.7,110.4,211.4,63.8,229.9,33.4,29.3,44.2,3.8,75.8,317.1,228.5,435.7,12.2,18.6,156.6,200.1,197.7,70.4,256.1,6.8,54.9,23.2,79.8,112.0,1.7,2.0,20.1,2.6,5.8,2.0,2.1,3.4
2019-12-28,97.2,101.7,212.7,62.0,234.2,32.7,27.6,47.7,3.4,74.2,299.5,220.9,422.9,11.4,18.2,154.2,199.6,178.7,63.4,223.8,6.1,63.9,21.8,75.8,108.3,1.6,2.0,19.7,2.5,6.0,1.7,2.1,3.4
2019-12-29,237.2,214.1,232.7,128.5,421.3,42.0,29.9,40.0,6.4,78.9,284.7,174.7,395.1,11.0,18.6,181.9,200.5,187.0,67.1,318.2,8.3,113.0,25.3,95.7,166.9,1.0,2.0,34.2,2.4,5.3,1.7,2.1,4.9
2019-12-30,251.9,220.1,246.5,126.9,437.4,43.3,31.6,42.8,6.4,83.8,278.2,180.4,395.6,11.8,18.7,186.9,205.9,191.6,64.5,329.9,8.8,103.6,23.6,99.2,173.9,1.1,2.3,35.0,2.4,5.6,1.8,2.1,4.9
2019-12-31,255.0,223.2,253.5,134.9,424.0,44.3,31.6,42.9,6.7,86.5,277.2,179.5,400.3,11.8,18.7,186.6,206.8,189.5,58.9,313.2,7.9,109.1,25.5,98.5,174.3,1.0,2.2,34.7,2.5,5.7,1.7,2.2,5.0
