Field,series,Mean,Median,Min,Max,Variance,P2P_amplitude,Trend_slope,Spectral_centroid,Spectral_rolloff,Spectral_entropy,Strength_of_trend,Mean_crossing_rate,Median_crossing_rate,is_stationary
,aire_discharge_weather_data_6,29.28639240506329,30.7,13.3,45.0,44.02600154222079,31.7,0.0028329275073928,0.0682134319832208,0.3718354430379746,0.4440223133042238,3.959728512662709,0.0546318289786223,0.0617577197149643,False
,aire_discharge_weather_data_7,10.102294303797468,9.0,0.0,26.0,33.3241798627524,26.0,-0.0001854914126486,0.0748399557433653,0.3465189873417721,0.2966041227284547,5.587433683356263,0.0332541567695962,0.0395882818685669,False
,aire_discharge_weather_data_8,3.4093354430379743,3.1,0.8,9.3,2.262222976085571,8.5,0.0001220003215867,0.1657251974265233,0.4477848101265823,0.861605937806867,1.0504869711388551,0.2866191607284243,0.3167062549485352,True
,aire_discharge_weather_data_9,2.2637658227848103,0.2,0.0,41.0,20.521661767945883,41.0,0.0008538762784883,0.2197432185507427,0.4643987341772151,0.9211318005598296,0.8049234521132022,0.2818685669041963,0.3871733966745843,True
,aire_discharge_weather_data_10,4.686708860759493,1.2,0.0,85.2,61.29355752283296,85.2,0.001011392559558,0.2167349148965037,0.4636075949367088,0.9198297417239664,0.8102255317585495,0.3159144893111639,0.3238321456848773,True
,aire_discharge_weather_data_11,2.717088607594937,0.4,0.0,40.6,27.73413835923718,40.6,0.0009309495352501,0.2150125915051225,0.4675632911392405,0.917062641447736,0.828508457620189,0.2897862232779097,0.3523357086302454,True
,aire_discharge_weather_data_12,2.2528481012658226,0.2,0.0,43.4,19.558599483255765,43.4,0.0007125355946923,0.21720341571188,0.4651898734177215,0.9168346918424968,0.8194964591005033,0.2723673792557403,0.3855898653998416,True
,aire_discharge_weather_data_13,3.0561708860759493,0.4,0.0,74.6,35.74807900877264,74.6,0.001425868025618,0.220733876495629,0.4667721518987341,0.918997385259455,0.8020380232675655,0.2874109263657957,0.3562945368171021,True
,aire_discharge_weather_data_14,2.890981012658228,0.4,0.0,40.8,28.90776675913312,40.8,0.0010922747053993,0.2168392369315049,0.4699367088607595,0.917856835063565,0.8210661411516044,0.2818685669041963,0.3531274742676167,True
,aire_discharge_weather_data_15,3.4348101265822786,0.4,0.0,50.4,39.68600344496028,50.4,0.0009495792217435,0.2081478220639334,0.4667721518987341,0.9076184785922792,0.862498720831012,0.2755344418052256,0.3380839271575613,True
,air_quality_Rajamahendravaram_0,34.59719581164707,24.5,0.25,723.0,951.077085638868,722.75,-7.479469707067703e-05,0.1267323754349226,0.4145526822671202,0.5175210379482126,3.132567666170306,0.045408905555214,0.0589332185815864,False
,air_quality_Rajamahendravaram_1,71.46679050038932,59.5,0.25,835.5,2343.8562990860414,835.25,-9.294730084480758e-05,0.1280613039891097,0.4138764804721118,0.5501669468081734,2.883570138120943,0.0590971496485727,0.0664125735128378,False
,air_quality_Rajamahendravaram_2,2.506646858735298,1.9,0.03,216.17,24.93790174361748,216.14,-3.5145049428824284e-05,0.2317678002895786,0.4699397565673538,0.7845821817988982,0.741305352458286,0.1965943320833589,0.2693592344419172,False
,air_quality_Rajamahendravaram_3,15.419984631777387,12.85,0.1,166.25,112.30362545978748,166.15,-0.0001722447913518,0.1433742673729753,0.4311093807630834,0.6306845822402752,2.056421216541469,0.1279891805495789,0.1307145345382266,False
,air_quality_Rajamahendravaram_4,10.177941477808288,8.62,0.0,166.0,51.54160721693491,166.0,-0.0001189102734565,0.1826342123590348,0.4583828531617557,0.7224311125657058,1.14466961733059,0.1493821847912952,0.1528042458146349,False
,air_quality_Rajamahendravaram_5,13.5638340641777,11.85,0.1,118.25,73.91853198041639,118.15,-0.0002276036276561,0.1274374275606488,0.4206999713126511,0.5887092855234498,2.675644667815772,0.101637261531526,0.1052642363885986,False
,air_quality_Rajamahendravaram_6,8.43268144748166,7.25,0.1,183.3,37.492753340147175,183.2,-9.537870155285192e-05,0.1479907452825846,0.435187082496619,0.7402121113800265,1.8057684233535525,0.108952685395791,0.1154074711583779,False
,air_quality_Rajamahendravaram_7,0.6852292938813984,0.62,0.0,18.69,0.1931191443834369,18.69,-4.651773775789399e-06,0.1862854705153426,0.4568460309003729,0.7921803884598738,1.1836825028738305,0.1830290362902399,0.198848384254421,False
,air_quality_Rajamahendravaram_8,41.18330109421745,33.83,0.2,198.4,1066.5095967336406,198.2,-0.0011526109896662,0.1361030260480893,0.4409245522724478,0.4700929194318865,2.975998507878008,0.0744042130284215,0.076125489231778,False
,air_quality_Rajamahendravaram_9,0.5681916724724397,0.35,0.0,50.9,0.6298633645156506,50.9,1.6846935251666454e-05,0.2059178501346733,0.4626449735666571,0.7050407796854385,1.0907214006243728,0.0847318702485604,0.0946906825679801,False
,air_quality_Rajamahendravaram_10,3.5121574935453466,2.1,0.0,276.57,31.46881228919845,276.57,9.519226674577385e-05,0.1712790562497655,0.4545305520265563,0.7133835892493385,1.53108873232385,0.088850638306592,0.0884408106391262,False
,air_quality_Rajamahendravaram_11,69.67183312159338,72.75,15.0,100.0,221.0410205321361,85.0,-7.004730415526147e-05,0.0991194674423605,0.3861522068767674,0.4628215662478919,3.2931489039769275,0.0820270076432859,0.0883178623388865,False
,air_quality_Rajamahendravaram_12,2.769875414942011,2.55,0.2,45.9,2.636682108162195,45.7,-3.525892941379635e-06,0.140736851004447,0.4349411909347978,0.6871321451711648,2.0264750454073304,0.1420872523104034,0.149648572775148,False
,air_quality_Rajamahendravaram_13,184.36305991557725,187.67,45.33,326.0,4349.398364615462,280.67,6.07595475525026e-05,0.1515754180731657,0.4412933896151797,0.7151107745214264,1.7871789538395784,0.1277637753324726,0.1293006290854695,False
,air_quality_Rajamahendravaram_14,194.67781197491905,116.5,0.0,455.75,36811.93096567723,455.75,-0.0001242040383416,0.1382082674319029,0.4322568747182492,0.2502626734986649,2.3575955355944025,0.0825597836109915,0.082662240527858,True
,air_quality_Rajamahendravaram_15,752.0515659194294,752.25,736.5,808.25,25.39180099037821,71.75,8.710940683675977e-06,0.0222133958517083,0.2050120896684562,0.3110198150811087,4.118156216143072,0.030224790475605,0.0376016884899899,False
,air_quality_Rajamahendravaram_16,0.0056403426089094,0.0,-0.28,15.0,0.0084228318366838,15.28,-7.220987023346847e-08,0.2313800211834702,0.4724601450760214,0.897985902113692,0.8650443011956086,0.148029753488658,0.233499313538657,False
,air_quality_Rajamahendravaram_17,28.02983053973198,28.27,4.5,45.85,20.7255319556286,41.35,-1.465476753264522e-05,0.0929723774396038,0.3840211466743166,0.4057160485369424,3.990571045767692,0.0632364090899776,0.0663101165959714,False
,air_quality_Rajamahendravaram_18,0.0380888078357444,0.0,0.0,42.2,0.1962077341729212,42.2,8.262004922690456e-07,0.2159490810184114,0.4665382566288267,0.9479208889036782,0.8607495017949923,0.0476219749595295,0.0476629577262761,False
,air_quality_Rajamahendravaram_19,0.7256747674275645,0.33,0.0,64.02,1.6593979310256697,64.02,1.3472080621027872e-05,0.1610497855829323,0.4467849678291873,0.7022636259819577,1.6374620411159615,0.0988914161595049,0.131657138173398,False
,covid19_0,9.111374407582938,3.0,-1.0,101.0,289.6961265470222,102.0,0.0030769909399822,0.1424286232734952,0.4609004739336493,0.4652538325244354,2.498247783108332,0.1115065243179122,0.2882562277580071,False
,covid19_1,4.14218009478673,3.0,0.0,21.0,22.228599986523346,21.0,0.0011811166247628,0.1400311753932936,0.4514218009478673,0.455616122144293,2.315175004888165,0.1494661921708185,0.2135231316725978,False
,covid19_2,8.145734597156398,7.0,0.0,49.0,57.932552896385744,49.0,0.0012014056834713,0.126472162034531,0.4490521327014218,0.4813475482374121,2.53494195328963,0.1423487544483986,0.199288256227758,False
,covid19_3,0.1812796208530805,0.0,0.0,6.0,0.3048154241818505,6.0,-0.0003099645225898,0.2354448690927136,0.4680094786729858,0.8854753475364117,0.7624665870598729,0.1850533807829181,0.1850533807829181,True
,covid19_4,2.248815165876777,1.0,0.0,26.0,10.338564946879025,26.0,0.0028931020094551,0.1930640095761238,0.4680094786729858,0.62647336283978,1.2153954497843704,0.1969157769869513,0.295373665480427,False
,covid19_5,0.0094786729857819,0.0,0.0,1.0,0.0093888277442105,1.0,4.486945792086151e-05,0.2502924892075158,0.4845971563981043,0.931512957455983,0.7033300545871947,0.0189798339264531,0.0189798339264531,False
,covid19_6,0.1611374407582938,0.0,0.0,12.0,0.6683475213943914,12.0,0.0004205314096684,0.2436839920324827,0.4727488151658768,0.9180032494531092,0.727685696861293,0.1209964412811387,0.1209964412811387,False
,covid19_7,152.521327014218,103.5,0.0,791.0,25569.26139349968,791.0,0.0317391735217504,0.1540427727609776,0.4561611374407583,0.4310931055437321,1.8237218386451024,0.132858837485172,0.092526690391459,False
,covid19_8,10.216824644549764,6.0,0.0,70.0,130.93047522517452,70.0,0.010633073520942,0.1528954212034335,0.4585308056872038,0.4668834531964589,2.0616484061277887,0.1115065243179122,0.1720047449584816,False
,covid19_9,0.2511848341232227,0.0,0.0,13.0,0.609891961097014,13.0,0.0003040265049157,0.2395021962075866,0.4739336492890995,0.917202491477157,0.7287897528436946,0.2538552787663108,0.2538552787663108,False
,covid19_10,9.209715639810426,1.0,0.0,142.0,309.6420383077646,142.0,0.0395745525104891,0.1520806768937142,0.4644549763033175,0.5095223588253531,2.0180506768487634,0.0889679715302491,0.1316725978647686,False
,covid19_11,21.68601895734597,12.0,0.0,239.0,830.1016528716777,239.0,0.0200446419170755,0.1563840364421131,0.4419431279620853,0.4756502627312356,1.8727812585487893,0.1257413997627521,0.1269276393831554,False
,covid19_12,11.503554502369669,7.0,0.0,47.0,147.80448973518085,47.0,0.0160748325953059,0.1167004950619759,0.4561611374407583,0.4054299193492155,3.448403664465547,0.066429418742586,0.0948991696322657,False
,covid19_13,0.9478672985781992,0.0,0.0,35.0,9.210552323622574,35.0,0.0017582121037957,0.2406816955723279,0.4751184834123223,0.8928989112713104,0.7433924681967486,0.2918149466192171,0.2918149466192171,False
,covid19_14,1.7523696682464456,0.0,0.0,29.0,13.46830007187608,29.0,0.0002547359682895,0.1553645617842341,0.4620853080568721,0.5609875074335179,1.890730486020781,0.1755634638196915,0.2277580071174377,False
,covid19_15,34.50947867298578,20.0,0.0,264.0,2528.5532276903105,264.0,0.0195982327261818,0.0866043180920191,0.4241706161137441,0.38204338618189,5.741317083645619,0.1209964412811387,0.0984578884934756,False
,covid19_16,0.5118483412322274,0.0,0.0,24.0,2.133745872734224,24.0,0.002054134961062,0.224761488526824,0.4691943127962085,0.8422007952984749,0.8542332493523555,0.1791221826809015,0.1791221826809015,False
,covid19_17,8.26777251184834,9.0,0.0,22.0,23.2387244221824,22.0,0.0142752140455774,0.1201723891697726,0.4514218009478673,0.2726805175611503,3.051383243119388,0.0521945432977461,0.1352313167259786,False
,covid19_18,37.45616113744076,20.0,-39.0,324.0,2791.778883841319,363.0,-0.0492320446570865,0.0875045606514483,0.4218009478672986,0.4390654144639143,5.097328551989459,0.0830367734282325,0.0948991696322657,True
,covid19_19,0.7997630331753555,0.0,0.0,16.0,3.2430805125671283,16.0,0.0010048423286649,0.2250590736205313,0.4656398104265403,0.8138372675220638,0.8508957495147327,0.2633451957295373,0.2633451957295373,False
,covid19_20,0.1919431279620853,0.0,0.0,9.0,0.7143426697513429,9.0,-1.9859924658032624e-05,0.2501406362819089,0.481042654028436,0.9183730818495166,0.7113663165474756,0.1352313167259786,0.1352313167259786,False
,covid19_21,0.1575829383886255,0.0,0.0,10.0,0.5806178544956274,10.0,0.0004542134426939,0.2526896511979128,0.4691943127962085,0.878447572688837,0.6996142955857253,0.1447212336892052,0.1447212336892052,True
,covid19_22,0.0236966824644549,0.0,0.0,2.0,0.0278744861975248,2.0,0.0001398178615372,0.2392709074790776,0.4739336492890995,0.9189075415083636,0.7479839379274559,0.0355871886120996,0.0355871886120996,False
,covid19_23,25.997630331753555,16.0,0.0,136.0,781.630326138228,136.0,-0.0144818770203606,0.1414979837755862,0.4549763033175356,0.4432819979795547,2.2331385649732134,0.0972716488730723,0.1245551601423487,False
,covid19_24,18.69312796208531,10.0,0.0,165.0,531.9449290784131,165.0,0.0224009072093422,0.1970496749931725,0.4632701421800948,0.6206539075837548,1.1663127105291369,0.1470937129300118,0.1447212336892052,False
,covid19_25,3.186018957345972,0.0,0.0,141.0,142.6869609285489,141.0,0.0057199077980543,0.2458708938812874,0.4514218009478673,0.7028823940457163,0.6845703269348846,0.232502965599051,0.3274021352313167,False
,covid19_26,787.8199052132701,614.5,0.0,4211.0,584234.3538217917,4211.0,-0.0463154999526452,0.1266419886353494,0.4289099526066351,0.3631065594905974,2.0179660732993248,0.1304863582443653,0.1494661921708185,False
,covid19_27,0.0722748815165876,0.0,0.0,7.0,0.3111270524022344,7.0,0.0002465325220238,0.2305530991392365,0.4680094786729858,0.9183575251041084,0.7703201075580538,0.0379596678529062,0.0379596678529062,True
,covid19_28,0.259478672985782,0.0,0.0,9.0,0.7158461737157719,9.0,0.0012280918334892,0.2111633563690367,0.4727488151658768,0.7459415457980239,1.0217847497757175,0.0972716488730723,0.0972716488730723,False
,covid19_29,43.89099526066351,21.0,0.0,334.0,2863.9478336066104,334.0,0.0806905345702906,0.1738699379999749,0.4431279620853081,0.5264069363239263,1.2475443009805276,0.1376037959667853,0.0984578884934756,False
,DailyDelhiClimate_0,25.22782803311204,27.166666666666668,6.0,38.71428571428572,53.89418029894321,32.71428571428572,0.0009338334545623,0.0810914475442061,0.3993650793650793,0.3121957435356795,4.35781086846733,0.0349428208386277,0.048284625158831,True
,DailyDelhiClimate_1,60.42908659952917,62.38095238095238,13.428571428571429,100.0,287.9095376511815,86.57142857142857,-0.0029957617238252,0.1122710482763902,0.4247619047619048,0.5838532370114947,2.0657423918744406,0.1365946632782719,0.1340533672172808,True
,DailyDelhiClimate_2,6.901900350938872,6.369999999999998,0.0,42.22,20.33566398791605,42.22,0.0001492541724448,0.1905246420905783,0.4571428571428571,0.8654685414634123,0.9457119678419568,0.306861499364676,0.3062261753494282,False
,DailyDelhiClimate_3,1011.1973643220332,1009.1111111111112,-3.0416666666666665,7679.333333333333,30134.700874295428,7682.375,0.004993976666808,0.1924556654675343,0.4679365079365079,0.990619400128045,0.7080078453366133,0.0476493011435832,0.0527318932655654,True
,ecg_alcohol_0,4.11353515625,4.751,-13.316,19.887,44.81915705345151,33.203,0.0320015138618677,0.0957222119437085,0.32421875,0.6081370580629212,2.154345164140867,0.1372549019607843,0.1764705882352941,False
,euro-daily-hist_1999_2024_0,1.579927904155293,1.6006,1.1639,2.0735,0.021641187956572,0.9096000000000002,-2.62010160287186e-05,0.0288919669092628,0.2226266302699423,0.2859778394172445,13.967185613508956,0.0215379948430153,0.0229030790232064,False
,euro-daily-hist_1999_2024_1,1.4655858356081286,1.4635,1.2139,1.8123,0.0091643941427124,0.5984,-7.427831878161882e-06,0.02876001586696,0.2256596906278435,0.362917798975878,10.856395556399285,0.02457151524344,0.023964811163355,False
,euro-daily-hist_1999_2024_2,1.3155948437973917,1.237,0.926,1.6803,0.0506510313079599,0.7542999999999999,-0.0001081704546526,0.0283083318543312,0.2186836518046709,0.1587667724239706,45.188827804818885,0.001971788260276,0.0059153647808281,False
,euro-daily-hist_1999_2024_3,27.94886199575372,27.021,22.968,38.583,12.560762590903153,15.614999999999998,-0.0014967771739043,0.0235726425739449,0.1798604792235365,0.2479266078553901,36.27282954158998,0.0040952525405733,0.0147125739420597,False
,euro-daily-hist_1999_2024_4,7.448300151653018,7.4481,7.4234,7.4732,0.0001258992326127,0.0498000000000002,1.1261441441060571e-06,0.0009804236575566,0.0,0.3865166660747834,10.120074134789167,0.0148642499620809,0.016836038222357,False
,euro-daily-hist_1999_2024_5,0.779904253867152,0.81475,0.5711,0.97855,0.0098191142558354,0.40745,4.285547828329172e-05,0.023253631373778,0.1774340309372156,0.2079569755286661,25.30594125025711,0.0056120127407856,0.0022751403003185,False
,euro-daily-hist_1999_2024_6,9.240694009705791,9.1801,6.4361,12.4702,1.464571787699943,6.0341000000000005,5.412049091252989e-05,0.0245782390868678,0.1894146193509251,0.1998107972692504,22.349495040884165,0.0112240254815713,0.014257545881996,False
,euro-daily-hist_1999_2024_7,293.88010312405214,284.725,228.16,430.65,1941.3022067530928,202.49,0.021167991948327,0.0306302428545616,0.2341522596299666,0.2152586111437513,27.4470987422344,0.0077354770210829,0.007128772940998,False
,euro-daily-hist_1999_2024_8,13186.315959963604,13530.675,6707.81,18239.61,8173209.154069787,11531.8,1.37391735755906,0.0341335899887598,0.2544737640279041,0.2277731961291956,28.933438839134254,0.0031851964204459,0.0031851964204459,False
,euro-daily-hist_1999_2024_9,128.97823020928118,129.515,89.3,169.75,264.1768342503097,80.45,0.0020017013932271,0.0291358933653063,0.2267212617531089,0.2739988832596395,18.081895724848845,0.023964811163355,0.0218413468830577,False
,euro-daily-hist_1999_2024_10,1353.155873521383,1337.485,938.67,1993.95,25105.60580230809,1055.2800000000002,0.0195846766019152,0.0298407561405421,0.2294510160752199,0.2678535400965327,15.828971763279762,0.0212346428029728,0.0257849234036098,False
,euro-daily-hist_1999_2024_11,16.754043099787687,17.01115,7.6238,27.0896,21.411203124251006,19.4658,0.0022025535079882,0.0324976660605648,0.2497725204731574,0.1616376166838099,31.041060273349885,0.0128924617018049,0.0128924617018049,False
,euro-daily-hist_1999_2024_12,4.441959736123749,4.5883,3.1551,5.1857,0.2205135175371451,2.0306,0.0001426756738924,0.0248372095315467,0.1913861085835608,0.2468429635254418,18.80821338467108,0.0100106173214014,0.0201729106628242,False
,euro-daily-hist_1999_2024_13,8.761128222626631,8.281,7.2225,12.3165,1.201416043936575,5.093999999999999,0.0004509568388882,0.0267761811988619,0.2076129814983318,0.2270792865418721,23.75919970646215,0.0069770969209767,0.0163810101622933,False
,euro-daily-hist_1999_2024_14,1.8121526387625115,1.7678,1.3884,2.5535,0.0395842193629188,1.1651,-6.887072005851837e-05,0.0303492473001792,0.232484076433121,0.2423551009932156,15.702642763497009,0.0107689974215076,0.0169877142423782,False
,euro-daily-hist_1999_2024_15,57.5436457385502,58.5475,36.836,76.758,59.170481467158766,39.922,0.0008893726596361,0.0270261102161176,0.210797694874128,0.2704701364652004,21.722422971508557,0.0128924617018049,0.016836038222357,False
,euro-daily-hist_1999_2024_16,4.181893842887473,4.20185,3.2053,4.9525,0.0951627046299699,1.7472,8.718029758365718e-05,0.0241483928003429,0.1850166818319684,0.3138779040139802,13.664818843734462,0.0295768239041407,0.021993022903079,False
,euro-daily-hist_1999_2024_17,4.006621747042766,4.30265,1.2912,4.9783,0.7737137828603963,3.6871,0.0004107704653122,0.0382063023122276,0.2772217167121625,0.2656179054894062,61.49995696878683,0.0016684362202335,0.0043986045806158,False
,euro-daily-hist_1999_2024_18,9.580160646041856,9.325,8.055,11.9872,0.6087920338819601,3.9322,0.0002850741937282,0.0223748452099559,0.1695480740066727,0.2755338941548128,19.73192988809181,0.0098589413013802,0.021993022903079,False
,euro-daily-hist_1999_2024_19,1.7288773278738248,1.64335,1.3838,2.2323,0.0484287468760263,0.8485,-7.056303053952623e-05,0.0255254601790673,0.1980588413709433,0.1615687913847189,26.780454588233503,0.011679053541635,0.0098589413013802,False
,euro-daily-hist_1999_2024_20,41.47551995753716,40.03235,33.204,53.536,22.11322184192796,20.332,-0.0013048057925452,0.0256834714467527,0.2004852896572642,0.1929933150551701,18.87363198971721,0.0095555892613377,0.0141058698619748,False
,euro-daily-hist_1999_2024_21,4.83394881710646,2.28705,0.3701,35.1825,42.20234407798543,34.8124,0.0024028959367929,0.0638578157570934,0.3583560812860176,0.330105829532741,63.371159752283006,0.0004550280600637,0.0025784923403609,False
,euro-daily-hist_1999_2024_22,1.1872310433727633,1.1787,0.8252,1.599,0.0245592789771642,0.7737999999999999,6.462746982983191e-06,0.0248341385422809,0.1918410676372459,0.1972037736610148,22.31399846162968,0.0084938571211891,0.0138025178219323,False
,euro-daily-hist_1999_2024_23,12.29995671822869,11.3617,6.0785,21.1567,16.740034568842507,15.0782,0.0020269308630135,0.0419024684587351,0.2931452835911434,0.2293224078432839,33.77474600456072,0.0031851964204459,0.0062187168208706,False
,forest_fires_Rio_Janeiro_0,48.96652719665272,16.0,0.0,728.0,7909.312687102816,728.0,0.3622850813965754,0.2015586686522041,0.4435146443514643,0.7458998898619161,0.918174291901619,0.1848739495798319,0.2478991596638655,False
,jena_climate_data_0,989.2187783529166,989.59,913.6,1015.35,69.85127081702437,101.75,7.042207427642961e-06,0.0064777539449244,0.0090810137653053,0.50248245381837,52.83834821032435,0.0036457231674537,0.0042161101036915,False
,jena_climate_data_1,9.44357988250057,9.42,-23.01,37.28,70.82913717018042,60.290000000000006,7.651234223836868e-06,0.0445485882282505,0.2567210434253555,0.2262997071620248,33.9346536063106,0.0061173998911511,0.0065000344608773,False
,jena_climate_data_2,283.48566019754355,283.45,250.6,311.34,72.2005458186039,60.73999999999998,7.1032293202191084e-06,0.0207854665099037,0.1409232641265495,0.2344472865780233,33.90747572450864,0.0066355013582338,0.0069563440098676,False
,jena_climate_data_3,4.957595325690167,5.23,-25.01,23.11,45.26389373959974,48.120000000000005,7.175940711693016e-06,0.0503182220802152,0.2968143965320556,0.2345822952782659,35.249686649761045,0.0059130112389992,0.0059486604225141,False
