filename,column_index,model,mse,mae,rmse
datasets/processed_data/aire_discharge_weather_data.csv,0,Tree,1.7818951612903224,0.994758064516129,1.334876459186513
datasets/processed_data/aire_discharge_weather_data.csv,0,ARMA,4.019557645131242,1.655538635747216,2.004883449263633
datasets/processed_data/aire_discharge_weather_data.csv,1,Tree,102.24004032258065,7.578629032258063,10.111381721732231
datasets/processed_data/aire_discharge_weather_data.csv,1,ARMA,108.67866031642657,8.290277404449455,10.424905770146154
datasets/processed_data/aire_discharge_weather_data.csv,2,Tree,7.975524193548387,2.1181451612903226,2.824097058096337
datasets/processed_data/aire_discharge_weather_data.csv,2,ARMA,23.8822522278802,3.894178196652151,4.886947127592052
datasets/processed_data/aire_discharge_weather_data.csv,3,Tree,87.9946370967742,6.93427419354839,9.380545671589378
datasets/processed_data/aire_discharge_weather_data.csv,3,ARMA,174.2483281378064,10.618204906031806,13.200315455995982
datasets/processed_data/aire_discharge_weather_data.csv,4,Tree,0.3458467741935484,0.40846774193548385,0.5880873865281829
datasets/processed_data/aire_discharge_weather_data.csv,4,ARMA,1.1869371279111576,0.9697233024224255,1.0894664418471813
