filename,column_index,model,mse,mae,rmse
datasets/processed_data/power_consumption_data.csv,0,LSTM,0.043786935346134995,0.13265765452617043,0.20925328037126442
datasets/processed_data/power_consumption_data.csv,1,LSTM,1.2288607221083514,0.6823893964024396,1.1085399055101044
datasets/processed_data/power_consumption_data.csv,2,LSTM,0.039429397971407314,0.03451527556181693,0.19856837102471106
datasets/processed_data/power_consumption_data.csv,3,LSTM,1386.2383115615971,13.83625185344774,37.2322214158865
datasets/processed_data/power_consumption_data.csv,4,LSTM,565.3728252783997,8.049073751326896,23.777569793366176
datasets/processed_data/power_consumption_data.csv,5,LSTM,785083637.3717817,27332.091908210812,28019.34398539305
datasets/processed_data/power_consumption_data.csv,6,LSTM,478211692.86725616,21169.397167907,21868.051876361922
datasets/processed_data/power_consumption_data.csv,7,LSTM,110160044.57236661,9963.455888707244,10495.715534081828
datasets/processed_data/US_energy_generation_data.csv,0,LSTM,249184.32251942955,496.69746131482333,499.18365610206985
datasets/processed_data/US_energy_generation_data.csv,1,LSTM,37029914.920422666,5926.181432578875,6085.221024779845
datasets/processed_data/US_energy_generation_data.csv,2,LSTM,3000446.0078407307,1647.1636130498803,1732.1795541573429
datasets/processed_data/US_energy_generation_data.csv,3,LSTM,2076.3479922552897,42.861327668894894,45.5669616307176
datasets/processed_data/US_energy_generation_data.csv,4,LSTM,155569.44829236434,393.2792866333671,394.42293073852125
datasets/processed_data/power_comsumption_india_14052024.csv,0,LSTM,17504.287785302717,120.09926780251895,132.30377086577207
datasets/processed_data/power_comsumption_india_14052024.csv,1,LSTM,14799.119145905956,115.75791417851167,121.65163026406985
datasets/processed_data/power_comsumption_india_14052024.csv,2,LSTM,40748.2419296123,199.65441151226267,201.86193779316667
datasets/processed_data/power_comsumption_india_14052024.csv,3,LSTM,4525.269967031545,61.86348112891702,67.27012685458193
