filename,column_index,model,mse,mae,rmse
datasets/processed_data/aire_discharge_environment_data.csv,0,Tree,63.43338189664943,4.757115102951613,7.964507636800246
datasets/processed_data/aire_discharge_environment_data.csv,0,ARMA,40.241196051077765,3.949141938634449,6.3435948839027985
datasets/processed_data/aire_discharge_environment_data.csv,1,Tree,102.52207133881998,5.621907264697984,10.125318332715272
datasets/processed_data/aire_discharge_environment_data.csv,1,ARMA,50.46281350343079,4.363155447129796,7.103718287166995
datasets/processed_data/aire_discharge_environment_data.csv,2,Tree,611.8199278225807,12.400362903225806,24.7349939927743
datasets/processed_data/aire_discharge_environment_data.csv,2,ARMA,638.4320886680292,14.961455378660983,25.267213710024087
datasets/processed_data/aire_discharge_environment_data.csv,3,Tree,130.07389475806454,5.715524193548387,11.404994290137305
datasets/processed_data/aire_discharge_environment_data.csv,3,ARMA,181.15876640883914,7.551806323644521,13.459523260830569
datasets/processed_data/aire_discharge_environment_data.csv,4,Tree,0.6430569112903226,0.4732822580645161,0.8019082935662423
datasets/processed_data/aire_discharge_environment_data.csv,4,ARMA,1.018569018515206,0.6856536845938447,1.009241803788966
datasets/processed_data/aire_discharge_environment_data.csv,5,Tree,0.12507943548387096,0.19882258064516128,0.3536657114902022
datasets/processed_data/aire_discharge_environment_data.csv,5,ARMA,0.2540129248737828,0.30689262412400004,0.5039969492703134
datasets/processed_data/aire_discharge_environment_data.csv,6,Tree,0.011411959677419353,0.06311290322580645,0.10682677415994248
datasets/processed_data/aire_discharge_environment_data.csv,6,ARMA,0.03055591119621124,0.11967404416401087,0.17480249196224645
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,0,Tree,114.33550114494227,6.151994410153745,10.692777990070788
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,0,ARMA,999.0047345553049,25.08526459905691,31.607036155819877
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,1,Tree,466.5438287994166,12.818719222681581,21.599625663409462
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,1,ARMA,2439.3410574537047,39.81611745332326,49.38968573957223
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,2,Tree,55.935664151423445,1.5772817709302092,7.479014918518578
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,2,ARMA,1.8069114537407878,0.9565446363932939,1.344214065445228
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,3,Tree,42.87965682341601,4.008353765847637,6.548256013887668
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,3,ARMA,100.7975385723905,8.08308274177725,10.039797735631455
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,4,Tree,30.88192860830134,2.6913523467818705,5.557151123399591
datasets/processed_data/air_quality_Rajamahendravaram_13052024.csv,4,ARMA,35.341602134915554,4.766814115982226,5.9448803297388215
