filename,column_index,model,mse,mae,rmse
datasets/processed_data/metro_nyc_17052024.csv,0,Tree,179744.7735770669,266.5704196094724,423.96317478888056
datasets/processed_data/metro_nyc_17052024.csv,0,ARMA,3949959.11330136,1740.7037158140786,1987.4504052432
datasets/processed_data/taxi_data_15052024.csv,0,Tree,1948074.1588149588,991.1758135016998,1395.7342722792755
datasets/processed_data/taxi_data_15052024.csv,0,ARMA,52055249.82648333,5818.01275654912,7214.932420091219
datasets/processed_data/traffic_17052024.csv,0,Tree,107.2513731548232,7.534672159285959,10.35622388493138
datasets/processed_data/traffic_17052024.csv,0,ARMA,1317.612412677936,28.936869793092026,36.29893128837178
datasets/processed_data/traffic_17052024.csv,1,Tree,31.60873669756265,4.3043254376931,5.622164769691711
datasets/processed_data/traffic_17052024.csv,1,ARMA,206.45178086611256,11.88003794049332,14.3684300070019
datasets/processed_data/traffic_17052024.csv,2,Tree,74.133196017851,5.250257466529352,8.610063647723576
datasets/processed_data/traffic_17052024.csv,2,ARMA,131.8897730802095,7.789359204814458,11.484327280263718
datasets/processed_data/metro_nyc_17052024.csv,0,LSTM,9681605.365358848,2571.896795611189,3111.527818509558
datasets/processed_data/taxi_data_15052024.csv,0,LSTM,234060250.85596627,13565.089164759824,15299.027774860931
datasets/processed_data/traffic_17052024.csv,0,LSTM,71.21324281697565,6.17529320053902,8.438793919570239
datasets/processed_data/traffic_17052024.csv,1,LSTM,19.99429683909445,3.447310677844963,4.471498276762996
datasets/processed_data/traffic_17052024.csv,2,LSTM,36.482974487405286,3.523783846160124,6.040113780998276
